-183.800, 80.200, 0.000,  0.000 False
-183.800, 80.200, 0.000,  0.003 False
-183.800, 80.200, -0.000,  0.008 False
-183.800, 80.200, -0.000,  0.015 False
-183.800, 80.200, -0.000,  0.021 False
-183.800, 80.200, -0.000,  0.028 False
-183.800, 80.200, 0.000,  0.033 False
-183.800, 80.200, -0.000,  0.037 False
-183.800, 80.200, -0.000,  0.042 False
-183.800, 80.200, 0.000,  0.046 False
-183.800, 80.200, -0.000,  0.050 False
-183.800, 80.200, -0.000,  0.055 False
-183.800, 80.200, -0.000,  0.060 False
-183.800, 80.200, -0.000,  0.066 False
-183.800, 80.200, -0.000,  0.072 False
-183.800, 80.200, -0.028,  0.077 False
-183.800, 80.200, -0.026,  0.082 False
-183.800, 80.200, -0.022,  0.086 False
-183.800, 80.200, -0.020,  0.090 False
-183.800, 80.200, -0.018,  0.093 False
-183.800, 80.200, -0.017,  0.098 False
-183.800, 80.200, -0.015,  0.102 False
-183.800, 80.200, -0.014,  0.106 False
-183.800, 80.199, -0.013,  0.110 False
-183.800, 80.199, -0.012,  0.113 False
-183.800, 80.199, -0.011,  0.117 False
-183.800, 80.199, -0.010,  0.120 False
-183.800, 80.199, -0.009,  0.124 False
-183.800, 80.199, -0.008,  0.128 False
-183.800, 80.199, -0.008,  0.132 False
-183.800, 80.199, -0.007,  0.135 False
-183.800, 80.199, -0.006,  0.138 False
-183.800, 80.199, -0.006,  0.141 False
-183.800, 80.199, -0.005,  0.144 False
-183.800, 80.199, -0.005,  0.147 False
-183.800, 80.199, -0.004,  0.151 False
-183.800, 80.199, -0.003,  0.155 False
-183.800, 80.199, -0.003,  0.159 False
-183.800, 80.199, -0.002,  0.163 False
-183.800, 80.199, -0.002,  0.166 False
-183.800, 80.199, -0.002,  0.169 False
-183.800, 80.199, -0.001,  0.173 False
-183.800, 80.199, -0.001,  0.176 False
-183.800, 80.199, -0.001,  0.179 False
-183.800, 80.199, -0.000,  0.182 False
-183.800, 80.199, -0.000,  0.185 False
-183.800, 80.199, 0.000,  0.188 False
-183.800, 80.199, 0.000,  0.192 False
-183.800, 80.199, 0.000,  0.195 False
-183.800, 80.199, 0.001,  0.198 False
-183.800, 80.199, 0.001,  0.201 False
-183.800, 80.199, 0.001,  0.205 False
-183.800, 80.199, 0.001,  0.208 False
-183.800, 80.199, 0.001,  0.211 False
-183.800, 80.199, 0.001,  0.214 False
-183.800, 80.199, 0.002,  0.217 False
-183.800, 80.199, 0.002,  0.221 False
-183.800, 80.199, 0.002,  0.224 False
-183.800, 80.199, 0.002,  0.227 False
-183.800, 80.199, 0.002,  0.230 False
-183.800, 80.199, 0.002,  0.234 False
-183.800, 80.199, 0.002,  0.237 False
-183.800, 80.199, 0.002,  0.241 False
-183.800, 80.199, 0.003,  0.244 False
-183.800, 80.199, 0.003,  0.248 False
-183.800, 80.199, 0.003,  0.251 False
-183.800, 80.199, 0.003,  0.255 False
-183.800, 80.199, 0.003,  0.258 False
-183.800, 80.199, 0.003,  0.262 False
-183.800, 80.199, 0.003,  0.265 False
-183.800, 80.199, 0.003,  0.269 False
-183.800, 80.199, 0.003,  0.272 False
-183.800, 80.199, 0.003,  0.276 False
-183.800, 80.199, 0.003,  0.279 False
-183.800, 80.199, 0.003,  0.283 False
-183.800, 80.199, 0.003,  0.286 False
-183.800, 80.199, 0.003,  0.290 False
-183.800, 80.199, 0.003,  0.293 False
-183.800, 80.199, 0.003,  0.296 False
-183.800, 80.199, 0.003,  0.299 False
-183.800, 80.199, 0.003,  0.303 False
-183.800, 80.199, 0.003,  0.306 False
-183.800, 80.199, 0.003,  0.309 False
-183.800, 80.199, 0.003,  0.313 False
-183.800, 80.199, 0.003,  0.316 False
-183.800, 80.199, 0.003,  0.319 False
-183.800, 80.199, 0.003,  0.322 False
-183.800, 80.199, 0.003,  0.325 False
-183.800, 80.199, 0.003,  0.328 False
-183.800, 80.199, 0.003,  0.331 False
-183.800, 80.199, 0.003,  0.334 False
-183.800, 80.199, 0.003,  0.338 False
-183.800, 80.199, 0.003,  0.341 False
-183.800, 80.199, 0.003,  0.345 False
-183.800, 80.199, 0.003,  0.348 False
-183.800, 80.199, 0.003,  0.352 False
-183.800, 80.199, 0.003,  0.355 False
-183.800, 80.199, 0.003,  0.359 False
-183.800, 80.199, 0.003,  0.362 False
-183.800, 80.199, 0.003,  0.366 False
-183.800, 80.199, 0.003,  0.370 False
-183.800, 80.199, 0.003,  0.374 False
-183.800, 80.199, 0.003,  0.377 False
-183.800, 80.199, 0.003,  0.381 False
-183.800, 80.199, 0.003,  0.384 False
-183.800, 80.199, 0.003,  0.388 False
-183.800, 80.199, 0.003,  0.392 False
-183.800, 80.199, 0.003,  0.395 False
-183.800, 80.199, 0.003,  0.398 False
-183.800, 80.199, 0.003,  0.402 False
-183.800, 80.199, 0.003,  0.405 False
-183.800, 80.199, 0.002,  0.408 False
-183.800, 80.200, 0.002,  0.411 False
-183.800, 80.200, 0.002,  0.414 False
-183.800, 80.200, 0.002,  0.417 False
-183.800, 80.200, 0.002,  0.420 False
-183.800, 80.200, 0.002,  0.423 False
-183.800, 80.200, 0.002,  0.426 False
-183.800, 80.200, 0.002,  0.430 False
-183.800, 80.200, 0.002,  0.433 False
-183.800, 80.200, 0.002,  0.436 False
-183.800, 80.200, 0.002,  0.439 False
-183.800, 80.200, 0.002,  0.442 False
-183.800, 80.200, 0.002,  0.445 False
-183.800, 80.200, 0.002,  0.448 False
-183.800, 80.200, 0.002,  0.452 False
-183.800, 80.200, 0.002,  0.455 False
-183.801, 80.200, 0.002,  0.459 False
-183.801, 80.200, 0.002,  0.462 False
-183.801, 80.200, 0.002,  0.466 False
-183.801, 80.200, 0.002,  0.469 False
-183.801, 80.200, 0.002,  0.473 False
-183.801, 80.200, 0.002,  0.476 False
-183.801, 80.200, 0.002,  0.479 False
-183.801, 80.200, 0.002,  0.482 False
-183.801, 80.200, 0.002,  0.486 False
-183.801, 80.200, 0.002,  0.489 False
-183.801, 80.200, 0.002,  0.492 False
-183.801, 80.200, 0.002,  0.495 False
-183.801, 80.200, 0.002,  0.498 False
-183.801, 80.200, 0.002,  0.501 False
-183.801, 80.200, 0.002,  0.503 False
-183.801, 80.200, 0.002,  0.506 False
-183.801, 80.200, 0.002,  0.509 False
-183.801, 80.200, 0.002,  0.512 False
-183.801, 80.200, 0.002,  0.515 False
-183.801, 80.200, 0.002,  0.518 False
-183.801, 80.200, 0.002,  0.521 False
